site,ntrees,Phytoregion,Island,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,mean_elv,mean_bdod,mean_cfvo,mean_pH,mean_sand,mean_soc,Area,Dist,GMMC,mean_HMI,mean_FR,mean_EX,LEVEL3_NAM
-29_153,411,Asia,Mainland,18.804953893025715,10.517695294486153,49.925926526387535,387.15528191460504,28.355271286434597,7.344181431664361,21.01108980178833,22.719872845543755,14.488633235295614,23.21597300635444,13.642219358020359,1234.611111111111,177.5,37.27777777777778,46.60740110609267,487.1666666666667,134,455.0833333333333,167.11111111111111,132.55555555555554,1.163403186246503,8.304765857668919,5.57941508766772,55.57200349387754,44.678302658074244,NA,0,1,0.12916838601135194,0.0014483272406819756,1.96333246805976e-4,New South Wales
-2_-47,1924,Americas,Mainland,26.020384099748398,9.01467752456665,82.96684731377496,43.6342183219062,31.71292363272773,20.84652762942844,10.86639600329929,25.646258036295574,26.544900470309788,26.662617100609673,25.637731499142117,2171.9166666666665,415.1666666666667,38.16666666666667,71.22387504577637,1056.888888888889,130.91666666666666,165.36111111111111,1052.611111111111,66.5,1.1004236350539658,13.791952139214462,4.915092665176263,31.59074293859505,29.499453331971562,NA,0,1,0.1200719429205932,0.03055813086040908,4.88780468872817e-4,Brazil North
-2_-51,2535,Americas,Mainland,26.10705306794908,9.638173553678724,83.81391101413303,44.854577170477974,32.2546321021186,20.754263824886745,11.500368277231852,25.736348417070175,26.636214203304714,26.686349709828693,25.568399323357475,2413.0833333333335,373.1388888888889,59.52777777777778,60.37810230255127,1058.5277777777778,205.97222222222223,208.19444444444446,985.1388888888889,26.666666666666668,1.0958810208042087,8.31550521065902,4.487012559933019,43.49146872050384,42.38375771210277,NA,0,1,0.017045788404314467,0.009382375300840238,4.320241984856937e-6,Brazil North
-2_-52,1250,Americas,Mainland,26.241718186272514,9.354434066348606,83.27888043721516,52.583517498440216,32.291090647379555,21.058173338572185,11.232917308807373,25.901940716637505,26.923025449117024,26.934077633751762,25.631587770250107,2175.277777777778,340.30555555555554,46.388888888888886,61.22833877139621,966.75,169.13888888888889,170.72222222222223,836.3055555555555,35.611111111111114,1.094148051440764,9.992035740172248,4.533260884323115,45.096403024567174,37.745218582933674,NA,0,1,0.02514988171534963,0.01435128012110997,1.1272196296915942e-5,Brazil North
-2_-55,488,Americas,Mainland,26.5956785413954,8.40411847167545,78.93613243103027,64.634735107421875,32.37724992964003,21.73423629336887,10.643013636271158,26.03968079884847,27.300970978207058,27.45601971944173,26.017980575561523,1841.9722222222222,320.22222222222223,39.444444444444436,66.19637955559625,866.4444444444445,143.19444444444446,180.91666666666669,850.8888888888889,30.083333333333332,1.0980458818115915,8.120593037920735,4.905075680516431,46.06955404030915,37.634094105128625,NA,0,1,0.07908191506425478,0.02674736955958017,1.0792301840099912e-6,Brazil North
-2_-59,6509,Americas,Mainland,26.596208148532444,8.303041153483921,79.72369321187337,53.5111813015408,32.19290277693007,21.77672921286689,10.416173564063179,26.225571897294785,27.09412384033203,27.388173633151585,26.137310187021892,2253.4444444444443,325.72222222222223,84.58333333333333,47.01519044240316,905.0833333333334,279.8611111111111,312.8888888888889,799.8055555555555,98.08333333333333,1.1001896571899288,3.3406353932287995,4.105737410291724,35.56112688569322,31.55147080985124,NA,0,1,0.008171329665837283,3.583383769498792e-4,3.936579314087915e-6,Brazil North
-2_-60,18305,Americas,Mainland,26.454592916700577,8.13294514020284,81.94604810078938,45.88128640916612,31.831909656524658,21.90665276845296,9.925256888071695,26.15738762749566,26.63122346666124,27.121259212493896,26.07066880332099,2424.6944444444443,327.8888888888889,112.83333333333334,37.7908165189955,927.5277777777778,361.25,421.19444444444446,730.75,99.30555555555556,1.1068450408790107,4.4381508466826904,4.149739511222984,39.37420996111983,35.86491918247355,NA,0,1,0.037908593450507115,0.005708458723914493,0,Brazil North
-2_-65,1006,Americas,Mainland,26.52391603257921,9.087788740793863,89.23459900750055,26.340577390458847,31.772222148047554,21.588145679897732,10.18407646814982,26.398311350080704,26.531867927975124,26.79836591084798,26.16948260201348,3151.6388888888887,354.05555555555554,188.22222222222223,20.790499687194824,999.9166666666667,595.7777777777778,681.3333333333334,839.9444444444445,61.44444444444444,1.0667121975877982,3.356132259595209,4.116361945358689,24.423305365704735,48.15122348367187,NA,0,1,0.0025449939484283226,3.6647629852671796e-4,0,Brazil North
-2_-72,403,Americas,Mainland,26.212117671966553,8.759573274188572,84.37843237982855,49.22211138407389,31.28936089409722,20.9082776705424,10.381083223554823,26.25693877538045,26.50514931148953,26.63610993491279,25.49492926067776,2884.8611111111113,319.75,197.11111111111111,16.371752580006916,902.9166666666666,628.8888888888889,640.75,693.2777777777778,131.22222222222223,1.1042246985717508,2.287254013095362,4.34767283618364,44.318543357075235,52.45512473872009,NA,0,1,0.002294621654606902,8.192007067416853e-5,3.7634121950643433e-6,Colombia
-2_-76,760,Americas,Mainland,25.5381564034356,9.798089875115288,87.04334259033203,51.43810388776991,31.12393061319987,19.867041481865776,11.256889131334093,25.24214114083184,26.038240803612602,26.044258170657688,24.80253579881456,3200.1666666666665,352.1388888888889,190.69444444444446,18.27855157852173,972.1666666666666,626.4166666666666,635.3055555555555,892.2777777777778,219.97222222222223,1.0996666904290517,3.529097222222222,4.3650000427828894,39.347430555555555,68.23168057044347,NA,0,1,0.00459177433791808,1.1086358157163266e-4,2.4656904405259835e-4,Ecuador
-2_10,2224,Africa,Mainland,25.405623118082683,6.73261206679874,59.083611170450844,149.17716895209418,30.972429434458416,19.58142974641588,11.390999688042534,26.11221096250746,23.228192435370552,26.86795801586575,23.228192435370552,1801.888888888889,349.52777777777777,1.4444444444444442,74.92567401462131,761.2222222222222,19.13888888888889,671.8333333333334,19.13888888888889,100.80555555555556,1.1646308733608426,5.88559330187063,4.968432895777482,49.05259118067953,40.721288046407,NA,0,1,0.026503443626026125,0.002448198981408108,2.2252638320442996e-4,Gabon
-2_101,570,Asia,Island,23.219465071155177,7.886599633001512,88.43817950833228,28.774003367270193,27.77226657252158,18.858441691244803,8.913824881276776,23.174155819800593,23.201202515632875,23.622357522287675,22.958232818111295,2893.1612903225805,352.3225806451613,130.6451612903226,31.72376940327306,966.4193548387096,428.35483870967744,708.0967741935484,670.1935483870968,568.5483870967741,1.0009667661974624,5.470471450732691,4.81136382300272,28.327548605343935,87.97650118225567,7.42,425.89,1,0.17267782000032905,0.022693032872972987,5.537109391298129e-5,Sumatera
-2_114,10625,Asia,Island,27.291451295216877,8.914454778035482,86.31096839904785,27.70770290162828,32.36600022845798,22.037285063001846,10.328715165456137,27.262431621551514,27.17384492026435,27.613543881310356,26.992026487986248,2528.4166666666665,287.8888888888889,112.75,30.90015114678277,822.6111111111111,378.6388888888889,657,779.1111111111111,34.44444444444444,1.077150820694721,4.843045320518725,4.69927203494803,25.829417785524168,139.44839594590343,15.81,1135.48,1,0.1650116783682578,0.04578681629149518,0.04969536680892512,Borneo
